No,Country,Latitude,Longitude,Crop,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
14554,Indonesia,-0.7893,113.9213,Cassava,1990,120691,2702,2432,26.79
14555,Indonesia,-0.7893,113.9213,Cassava,1990,120691,2702,2432,27.47
14556,Indonesia,-0.7893,113.9213,Maize,1990,21323,2702,2432,25.37
14557,Indonesia,-0.7893,113.9213,Maize,1990,21323,2702,2432,27.05
14558,Indonesia,-0.7893,113.9213,Maize,1990,21323,2702,2432,27.11
14948,Indonesia,-0.7893,113.9213,Cassava,2001,129407,2702,1597,27.26
14949,Indonesia,-0.7893,113.9213,Cassava,2001,129407,2702,1597,27.32
14950,Indonesia,-0.7893,113.9213,Cassava,2001,129407,2702,1597,26.81
14951,Indonesia,-0.7893,113.9213,Cassava,2001,129407,2702,1597,27.52
14952,Indonesia,-0.7893,113.9213,Maize,2001,28446,2702,1597,25.43
14953,Indonesia,-0.7893,113.9213,Maize,2001,28446,2702,1597,27.13
14954,Indonesia,-0.7893,113.9213,Maize,2001,28446,2702,1597,27.26
14955,Indonesia,-0.7893,113.9213,Maize,2001,28446,2702,1597,27.32
14956,Indonesia,-0.7893,113.9213,Maize,2001,28446,2702,1597,26.81
14957,Indonesia,-0.7893,113.9213,Maize,2001,28446,2702,1597,27.52
15170,Indonesia,-0.7893,113.9213,Maize,2008,40776,2702,1597,27.03
15171,Indonesia,-0.7893,113.9213,Maize,2008,40776,2702,1597,27.18
15172,Indonesia,-0.7893,113.9213,Maize,2008,40776,2702,1597,26.65
15173,Indonesia,-0.7893,113.9213,Maize,2008,40776,2702,1597,27.34
15174,Indonesia,-0.7893,113.9213,Potatoes,2008,166719,2702,1597,25.32
14573,Indonesia,-0.7893,113.9213,"Rice, paddy",1990,43018,2702,2432,27.47
14574,Indonesia,-0.7893,113.9213,Soybeans,1990,11149,2702,2432,25.37
14575,Indonesia,-0.7893,113.9213,Soybeans,1990,11149,2702,2432,27.05
14991,Indonesia,-0.7893,113.9213,Maize,2002,30655,2702,1597,27.49
14992,Indonesia,-0.7893,113.9213,Maize,2002,30655,2702,1597,27.01
14968,Indonesia,-0.7893,113.9213,"Rice, paddy",2001,43879,2702,1597,26.81
14969,Indonesia,-0.7893,113.9213,"Rice, paddy",2001,43879,2702,1597,27.52
14970,Indonesia,-0.7893,113.9213,Soybeans,2001,12181,2702,1597,25.43
14971,Indonesia,-0.7893,113.9213,Soybeans,2001,12181,2702,1597,27.13
14972,Indonesia,-0.7893,113.9213,Soybeans,2001,12181,2702,1597,27.26
14973,Indonesia,-0.7893,113.9213,Soybeans,2001,12181,2702,1597,27.32
15024,Indonesia,-0.7893,113.9213,Maize,2004,33439,2702,1597,25.67
15025,Indonesia,-0.7893,113.9213,Maize,2004,33439,2702,1597,27.42
15198,Indonesia,-0.7893,113.9213,Cassava,2009,187461,2702,1597,25.54
15199,Indonesia,-0.7893,113.9213,Cassava,2009,187461,2702,1597,27.31
15200,Indonesia,-0.7893,113.9213,Cassava,2009,187461,2702,1597,27.3
15201,Indonesia,-0.7893,113.9213,Cassava,2009,187461,2702,1597,27.63
15202,Indonesia,-0.7893,113.9213,Cassava,2009,187461,2702,1597,26.98
14623,Indonesia,-0.7893,113.9213,Cassava,1992,122220,2702,825,26.96
14624,Indonesia,-0.7893,113.9213,Cassava,1992,122220,2702,825,27.01
15034,Indonesia,-0.7893,113.9213,Potatoes,2004,163870,2702,1597,26.97
15035,Indonesia,-0.7893,113.9213,Potatoes,2004,163870,2702,1597,27.69
15036,Indonesia,-0.7893,113.9213,"Rice, paddy",2004,45365,2702,1597,25.67
15037,Indonesia,-0.7893,113.9213,"Rice, paddy",2004,45365,2702,1597,27.42
15038,Indonesia,-0.7893,113.9213,"Rice, paddy",2004,45365,2702,1597,27.32
15039,Indonesia,-0.7893,113.9213,"Rice, paddy",2004,45365,2702,1597,27.57
15040,Indonesia,-0.7893,113.9213,"Rice, paddy",2004,45365,2702,1597,26.97
15041,Indonesia,-0.7893,113.9213,"Rice, paddy",2004,45365,2702,1597,27.69
14633,Indonesia,-0.7893,113.9213,Maize,1992,22030,2702,825,27.4
14661,Indonesia,-0.7893,113.9213,Cassava,1993,123323,2702,1597,27.21
14662,Indonesia,-0.7893,113.9213,Cassava,1993,123323,2702,1597,26.88
14694,Indonesia,-0.7893,113.9213,Cassava,1994,115946,2702,1597,25.21
14695,Indonesia,-0.7893,113.9213,Cassava,1994,115946,2702,1597,27.12
14696,Indonesia,-0.7893,113.9213,Cassava,1994,115946,2702,1597,26.97
14697,Indonesia,-0.7893,113.9213,Cassava,1994,115946,2702,1597,27.34
14698,Indonesia,-0.7893,113.9213,Cassava,1994,115946,2702,1597,26.56
14699,Indonesia,-0.7893,113.9213,Cassava,1994,115946,2702,1597,27.18
14700,Indonesia,-0.7893,113.9213,Maize,1994,22091,2702,1597,25.21
14701,Indonesia,-0.7893,113.9213,Maize,1994,22091,2702,1597,27.12
14702,Indonesia,-0.7893,113.9213,Maize,1994,22091,2702,1597,26.97
14703,Indonesia,-0.7893,113.9213,Maize,1994,22091,2702,1597,27.34
14704,Indonesia,-0.7893,113.9213,Maize,1994,22091,2702,1597,26.56
14705,Indonesia,-0.7893,113.9213,Maize,1994,22091,2702,1597,27.18
14706,Indonesia,-0.7893,113.9213,Potatoes,1994,156474,2702,1597,25.21
14707,Indonesia,-0.7893,113.9213,Potatoes,1994,156474,2702,1597,27.12
14708,Indonesia,-0.7893,113.9213,Potatoes,1994,156474,2702,1597,26.97
14709,Indonesia,-0.7893,113.9213,Potatoes,1994,156474,2702,1597,27.34
15361,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,51520,2702,1597,27.37
15362,Indonesia,-0.7893,113.9213,"Rice, paddy",2013,51520,2702,1597,27.88
14711,Indonesia,-0.7893,113.9213,Potatoes,1994,156474,2702,1597,27.18
14712,Indonesia,-0.7893,113.9213,"Rice, paddy",1994,43453,2702,1597,25.21
14713,Indonesia,-0.7893,113.9213,"Rice, paddy",1994,43453,2702,1597,27.12
15367,Indonesia,-0.7893,113.9213,Soybeans,2013,14161,2702,1597,27.37
15368,Indonesia,-0.7893,113.9213,Soybeans,2013,14161,2702,1597,27.88
15369,Indonesia,-0.7893,113.9213,Soybeans,2013,14161,2702,1597,27.34
15370,Indonesia,-0.7893,113.9213,Soybeans,2013,14161,2702,1597,26.72
14776,Indonesia,-0.7893,113.9213,Maize,1996,24862,2702,1597,26.83
14777,Indonesia,-0.7893,113.9213,Maize,1996,24862,2702,1597,27.53
14778,Indonesia,-0.7893,113.9213,Potatoes,1996,158631,2702,1597,25.41
14779,Indonesia,-0.7893,113.9213,Potatoes,1996,158631,2702,1597,27.07
14780,Indonesia,-0.7893,113.9213,Potatoes,1996,158631,2702,1597,27
14781,Indonesia,-0.7893,113.9213,Potatoes,1996,158631,2702,1597,27.2
14782,Indonesia,-0.7893,113.9213,Potatoes,1996,158631,2702,1597,26.83
14783,Indonesia,-0.7893,113.9213,Potatoes,1996,158631,2702,1597,27.53
14784,Indonesia,-0.7893,113.9213,"Rice, paddy",1996,44168,2702,1597,25.41
14785,Indonesia,-0.7893,113.9213,"Rice, paddy",1996,44168,2702,1597,27.07
14786,Indonesia,-0.7893,113.9213,"Rice, paddy",1996,44168,2702,1597,27
14787,Indonesia,-0.7893,113.9213,"Rice, paddy",1996,44168,2702,1597,27.2
14607,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,43465,2702,3259,27.05
14608,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,43465,2702,3259,26.61
14609,Indonesia,-0.7893,113.9213,"Rice, paddy",1991,43465,2702,3259,27.21
14610,Indonesia,-0.7893,113.9213,Soybeans,1991,11369,2702,3259,25.27
14611,Indonesia,-0.7893,113.9213,Soybeans,1991,11369,2702,3259,27.04
14612,Indonesia,-0.7893,113.9213,Soybeans,1991,11369,2702,3259,26.92
15274,Indonesia,-0.7893,113.9213,Cassava,2011,202955,2702,1597,26.63
15275,Indonesia,-0.7893,113.9213,Cassava,2011,202955,2702,1597,27.19
15276,Indonesia,-0.7893,113.9213,Maize,2011,45652,2702,1597,25.38
15277,Indonesia,-0.7893,113.9213,Maize,2011,45652,2702,1597,27.24
15116,Indonesia,-0.7893,113.9213,Soybeans,2006,12878,2702,1597,27.21
15117,Indonesia,-0.7893,113.9213,Soybeans,2006,12878,2702,1597,27.55
15118,Indonesia,-0.7893,113.9213,Soybeans,2006,12878,2702,1597,26.98
15119,Indonesia,-0.7893,113.9213,Soybeans,2006,12878,2702,1597,27.55
15120,Indonesia,-0.7893,113.9213,Sweet potatoes,2006,105267,2702,1597,25.66
15121,Indonesia,-0.7893,113.9213,Sweet potatoes,2006,105267,2702,1597,27.39
15122,Indonesia,-0.7893,113.9213,Sweet potatoes,2006,105267,2702,1597,27.21
15123,Indonesia,-0.7893,113.9213,Sweet potatoes,2006,105267,2702,1597,27.55
15124,Indonesia,-0.7893,113.9213,Sweet potatoes,2006,105267,2702,1597,26.98
14833,Indonesia,-0.7893,113.9213,Sweet potatoes,1997,94532,2702,1597,27.37
14834,Indonesia,-0.7893,113.9213,Sweet potatoes,1997,94532,2702,1597,27.26
14835,Indonesia,-0.7893,113.9213,Sweet potatoes,1997,94532,2702,1597,27.62
14910,Indonesia,-0.7893,113.9213,Cassava,2000,125305,2702,1597,25.46
14911,Indonesia,-0.7893,113.9213,Cassava,2000,125305,2702,1597,27.2
15137,Indonesia,-0.7893,113.9213,Maize,2007,36601,2702,1597,27.49
15138,Indonesia,-0.7893,113.9213,Potatoes,2007,160919,2702,1597,25.5
15139,Indonesia,-0.7893,113.9213,Potatoes,2007,160919,2702,1597,27.21
15140,Indonesia,-0.7893,113.9213,Potatoes,2007,160919,2702,1597,27.14
15141,Indonesia,-0.7893,113.9213,Potatoes,2007,160919,2702,1597,27.29
15142,Indonesia,-0.7893,113.9213,Potatoes,2007,160919,2702,1597,26.88
15143,Indonesia,-0.7893,113.9213,Potatoes,2007,160919,2702,1597,27.49
15144,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,47052,2702,1597,25.5
15145,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,47052,2702,1597,27.21
15146,Indonesia,-0.7893,113.9213,"Rice, paddy",2007,47052,2702,1597,27.14
14873,Indonesia,-0.7893,113.9213,Sweet potatoes,1998,95750,2702,1597,27.9
15306,Indonesia,-0.7893,113.9213,Cassava,2012,214018,2702,1597,25.59
14946,Indonesia,-0.7893,113.9213,Cassava,2001,129407,2702,1597,25.43
14947,Indonesia,-0.7893,113.9213,Cassava,2001,129407,2702,1597,27.13
14902,Indonesia,-0.7893,113.9213,Soybeans,1999,12013,2702,1597,26.62
14903,Indonesia,-0.7893,113.9213,Soybeans,1999,12013,2702,1597,27.32
14904,Indonesia,-0.7893,113.9213,Sweet potatoes,1999,96698,2702,1597,25.26
14905,Indonesia,-0.7893,113.9213,Sweet potatoes,1999,96698,2702,1597,27.01
14906,Indonesia,-0.7893,113.9213,Sweet potatoes,1999,96698,2702,1597,26.82
15162,Indonesia,-0.7893,113.9213,Cassava,2008,180950,2702,1597,25.32
15163,Indonesia,-0.7893,113.9213,Cassava,2008,180950,2702,1597,26.97
15164,Indonesia,-0.7893,113.9213,Cassava,2008,180950,2702,1597,27.03
15159,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,106643,2702,1597,27.29
15160,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,106643,2702,1597,26.88
14958,Indonesia,-0.7893,113.9213,Potatoes,2001,148495,2702,1597,25.43
14959,Indonesia,-0.7893,113.9213,Potatoes,2001,148495,2702,1597,27.13
14960,Indonesia,-0.7893,113.9213,Potatoes,2001,148495,2702,1597,27.26
14961,Indonesia,-0.7893,113.9213,Potatoes,2001,148495,2702,1597,27.32
14962,Indonesia,-0.7893,113.9213,Potatoes,2001,148495,2702,1597,26.81
14963,Indonesia,-0.7893,113.9213,Potatoes,2001,148495,2702,1597,27.52
14964,Indonesia,-0.7893,113.9213,"Rice, paddy",2001,43879,2702,1597,25.43
14965,Indonesia,-0.7893,113.9213,"Rice, paddy",2001,43879,2702,1597,27.13
14966,Indonesia,-0.7893,113.9213,"Rice, paddy",2001,43879,2702,1597,27.26
14967,Indonesia,-0.7893,113.9213,"Rice, paddy",2001,43879,2702,1597,27.32
14577,Indonesia,-0.7893,113.9213,Soybeans,1990,11149,2702,2432,27.18
14578,Indonesia,-0.7893,113.9213,Soybeans,1990,11149,2702,2432,26.79
14579,Indonesia,-0.7893,113.9213,Soybeans,1990,11149,2702,2432,27.47
14580,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,94450,2702,2432,25.37
14581,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,94450,2702,2432,27.05
14582,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,94450,2702,2432,27.11
14974,Indonesia,-0.7893,113.9213,Soybeans,2001,12181,2702,1597,26.81
14975,Indonesia,-0.7893,113.9213,Soybeans,2001,12181,2702,1597,27.52
14976,Indonesia,-0.7893,113.9213,Sweet potatoes,2001,96634,2702,1597,25.43
14977,Indonesia,-0.7893,113.9213,Sweet potatoes,2001,96634,2702,1597,27.13
14978,Indonesia,-0.7893,113.9213,Sweet potatoes,2001,96634,2702,1597,27.26
14979,Indonesia,-0.7893,113.9213,Sweet potatoes,2001,96634,2702,1597,27.32
14980,Indonesia,-0.7893,113.9213,Sweet potatoes,2001,96634,2702,1597,26.81
14981,Indonesia,-0.7893,113.9213,Sweet potatoes,2001,96634,2702,1597,27.52
15006,Indonesia,-0.7893,113.9213,Soybeans,2002,12360,2702,1597,25.64
14625,Indonesia,-0.7893,113.9213,Cassava,1992,122220,2702,825,27.2
14626,Indonesia,-0.7893,113.9213,Cassava,1992,122220,2702,825,26.72
14627,Indonesia,-0.7893,113.9213,Cassava,1992,122220,2702,825,27.4
14628,Indonesia,-0.7893,113.9213,Maize,1992,22030,2702,825,25.17
14629,Indonesia,-0.7893,113.9213,Maize,1992,22030,2702,825,26.96
14630,Indonesia,-0.7893,113.9213,Maize,1992,22030,2702,825,27.01
14631,Indonesia,-0.7893,113.9213,Maize,1992,22030,2702,825,27.2
14632,Indonesia,-0.7893,113.9213,Maize,1992,22030,2702,825,26.72
14660,Indonesia,-0.7893,113.9213,Cassava,1993,123323,2702,1597,26.9
15212,Indonesia,-0.7893,113.9213,Potatoes,2009,165123,2702,1597,27.3
15213,Indonesia,-0.7893,113.9213,Potatoes,2009,165123,2702,1597,27.63
15214,Indonesia,-0.7893,113.9213,Potatoes,2009,165123,2702,1597,26.98
15215,Indonesia,-0.7893,113.9213,Potatoes,2009,165123,2702,1597,27.69
15216,Indonesia,-0.7893,113.9213,"Rice, paddy",2009,49985,2702,1597,25.54
14637,Indonesia,-0.7893,113.9213,Potatoes,1992,143819,2702,825,27.2
14638,Indonesia,-0.7893,113.9213,Potatoes,1992,143819,2702,825,26.72
14639,Indonesia,-0.7893,113.9213,Potatoes,1992,143819,2702,825,27.4
14640,Indonesia,-0.7893,113.9213,"Rice, paddy",1992,43446,2702,825,25.17
14641,Indonesia,-0.7893,113.9213,"Rice, paddy",1992,43446,2702,825,26.96
14642,Indonesia,-0.7893,113.9213,"Rice, paddy",1992,43446,2702,825,27.01
14643,Indonesia,-0.7893,113.9213,"Rice, paddy",1992,43446,2702,825,27.2
14644,Indonesia,-0.7893,113.9213,"Rice, paddy",1992,43446,2702,825,26.72
14645,Indonesia,-0.7893,113.9213,"Rice, paddy",1992,43446,2702,825,27.4
14646,Indonesia,-0.7893,113.9213,Soybeans,1992,11230,2702,825,25.17
14647,Indonesia,-0.7893,113.9213,Soybeans,1992,11230,2702,825,26.96
14648,Indonesia,-0.7893,113.9213,Soybeans,1992,11230,2702,825,27.01
14649,Indonesia,-0.7893,113.9213,Soybeans,1992,11230,2702,825,27.2
14650,Indonesia,-0.7893,113.9213,Soybeans,1992,11230,2702,825,26.72
14651,Indonesia,-0.7893,113.9213,Soybeans,1992,11230,2702,825,27.4
14652,Indonesia,-0.7893,113.9213,Sweet potatoes,1992,94481,2702,825,25.17
14741,Indonesia,-0.7893,113.9213,Maize,1995,22580,2702,1597,27.32
14742,Indonesia,-0.7893,113.9213,Potatoes,1995,165939,2702,1597,25.46
14743,Indonesia,-0.7893,113.9213,Potatoes,1995,165939,2702,1597,27.15
14744,Indonesia,-0.7893,113.9213,Potatoes,1995,165939,2702,1597,27.08
14745,Indonesia,-0.7893,113.9213,Potatoes,1995,165939,2702,1597,27.28
14746,Indonesia,-0.7893,113.9213,Potatoes,1995,165939,2702,1597,26.74
14802,Indonesia,-0.7893,113.9213,Cassava,1997,121718,2702,1597,25.52
14803,Indonesia,-0.7893,113.9213,Cassava,1997,121718,2702,1597,27.37
14804,Indonesia,-0.7893,113.9213,Cassava,1997,121718,2702,1597,27.26
14805,Indonesia,-0.7893,113.9213,Cassava,1997,121718,2702,1597,27.62
14806,Indonesia,-0.7893,113.9213,Cassava,1997,121718,2702,1597,26.83
14807,Indonesia,-0.7893,113.9213,Cassava,1997,121718,2702,1597,27.46
14808,Indonesia,-0.7893,113.9213,Maize,1997,26141,2702,1597,25.52
15101,Indonesia,-0.7893,113.9213,Maize,2006,34699,2702,1597,27.55
15102,Indonesia,-0.7893,113.9213,Potatoes,2006,169363,2702,1597,25.66
15103,Indonesia,-0.7893,113.9213,Potatoes,2006,169363,2702,1597,27.39
15104,Indonesia,-0.7893,113.9213,Potatoes,2006,169363,2702,1597,27.21
15105,Indonesia,-0.7893,113.9213,Potatoes,2006,169363,2702,1597,27.55
14758,Indonesia,-0.7893,113.9213,Soybeans,1995,11371,2702,1597,26.74
14759,Indonesia,-0.7893,113.9213,Soybeans,1995,11371,2702,1597,27.32
14760,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,94939,2702,1597,25.46
14761,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,94939,2702,1597,27.15
14762,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,94939,2702,1597,27.08
14763,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,94939,2702,1597,27.28
15112,Indonesia,-0.7893,113.9213,"Rice, paddy",2006,46201,2702,1597,26.98
15113,Indonesia,-0.7893,113.9213,"Rice, paddy",2006,46201,2702,1597,27.55
15114,Indonesia,-0.7893,113.9213,Soybeans,2006,12878,2702,1597,25.66
15115,Indonesia,-0.7893,113.9213,Soybeans,2006,12878,2702,1597,27.39
14848,Indonesia,-0.7893,113.9213,Maize,1998,26526,2702,1597,27.28
14849,Indonesia,-0.7893,113.9213,Maize,1998,26526,2702,1597,27.9
14850,Indonesia,-0.7893,113.9213,Potatoes,1998,153432,2702,1597,25.81
15126,Indonesia,-0.7893,113.9213,Cassava,2007,166362,2702,1597,25.5
15127,Indonesia,-0.7893,113.9213,Cassava,2007,166362,2702,1597,27.21
15128,Indonesia,-0.7893,113.9213,Cassava,2007,166362,2702,1597,27.14
15129,Indonesia,-0.7893,113.9213,Cassava,2007,166362,2702,1597,27.29
15130,Indonesia,-0.7893,113.9213,Cassava,2007,166362,2702,1597,26.88
15131,Indonesia,-0.7893,113.9213,Cassava,2007,166362,2702,1597,27.49
15132,Indonesia,-0.7893,113.9213,Maize,2007,36601,2702,1597,25.5
15133,Indonesia,-0.7893,113.9213,Maize,2007,36601,2702,1597,27.21
15134,Indonesia,-0.7893,113.9213,Maize,2007,36601,2702,1597,27.14
15135,Indonesia,-0.7893,113.9213,Maize,2007,36601,2702,1597,27.29
15136,Indonesia,-0.7893,113.9213,Maize,2007,36601,2702,1597,26.88
14888,Indonesia,-0.7893,113.9213,Potatoes,1999,147199,2702,1597,26.82
14889,Indonesia,-0.7893,113.9213,Potatoes,1999,147199,2702,1597,27.17
14890,Indonesia,-0.7893,113.9213,Potatoes,1999,147199,2702,1597,26.62
14891,Indonesia,-0.7893,113.9213,Potatoes,1999,147199,2702,1597,27.32
14892,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,42519,2702,1597,25.26
14893,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,42519,2702,1597,27.01
14894,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,42519,2702,1597,26.82
14895,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,42519,2702,1597,27.17
14896,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,42519,2702,1597,26.62
14897,Indonesia,-0.7893,113.9213,"Rice, paddy",1999,42519,2702,1597,27.32
14898,Indonesia,-0.7893,113.9213,Soybeans,1999,12013,2702,1597,25.26
14899,Indonesia,-0.7893,113.9213,Soybeans,1999,12013,2702,1597,27.01
14900,Indonesia,-0.7893,113.9213,Soybeans,1999,12013,2702,1597,26.82
14901,Indonesia,-0.7893,113.9213,Soybeans,1999,12013,2702,1597,27.17
15151,Indonesia,-0.7893,113.9213,Soybeans,2007,12908,2702,1597,27.21
15152,Indonesia,-0.7893,113.9213,Soybeans,2007,12908,2702,1597,27.14
15153,Indonesia,-0.7893,113.9213,Soybeans,2007,12908,2702,1597,27.29
15154,Indonesia,-0.7893,113.9213,Soybeans,2007,12908,2702,1597,26.88
15155,Indonesia,-0.7893,113.9213,Soybeans,2007,12908,2702,1597,27.49
15156,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,106643,2702,1597,25.5
15157,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,106643,2702,1597,27.21
15158,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,106643,2702,1597,27.14
15058,Indonesia,-0.7893,113.9213,Cassava,2005,159224,2702,1597,27.11
15059,Indonesia,-0.7893,113.9213,Cassava,2005,159224,2702,1597,27.77
15161,Indonesia,-0.7893,113.9213,Sweet potatoes,2007,106643,2702,1597,27.49
15061,Indonesia,-0.7893,113.9213,Maize,2005,34539,2702,1597,27.22
15062,Indonesia,-0.7893,113.9213,Maize,2005,34539,2702,1597,27.48
15063,Indonesia,-0.7893,113.9213,Maize,2005,34539,2702,1597,27.44
15064,Indonesia,-0.7893,113.9213,Maize,2005,34539,2702,1597,27.11
15065,Indonesia,-0.7893,113.9213,Maize,2005,34539,2702,1597,27.77
15066,Indonesia,-0.7893,113.9213,Potatoes,2005,164014,2702,1597,25.59
15175,Indonesia,-0.7893,113.9213,Potatoes,2008,166719,2702,1597,26.97
15176,Indonesia,-0.7893,113.9213,Potatoes,2008,166719,2702,1597,27.03
14576,Indonesia,-0.7893,113.9213,Soybeans,1990,11149,2702,2432,27.11
15327,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,51360,2702,1597,27.49
15328,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,51360,2702,1597,26.87
15329,Indonesia,-0.7893,113.9213,"Rice, paddy",2012,51360,2702,1597,27.48
15330,Indonesia,-0.7893,113.9213,Soybeans,2012,14854,2702,1597,25.59
15331,Indonesia,-0.7893,113.9213,Soybeans,2012,14854,2702,1597,27.36
15332,Indonesia,-0.7893,113.9213,Soybeans,2012,14854,2702,1597,27.37
14583,Indonesia,-0.7893,113.9213,Sweet potatoes,1990,94450,2702,2432,27.18
14999,Indonesia,-0.7893,113.9213,Potatoes,2002,155903,2702,1597,27.71
15000,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,44691,2702,1597,25.64
15001,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,44691,2702,1597,27.4
15002,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,44691,2702,1597,27.5
15003,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,44691,2702,1597,27.49
15004,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,44691,2702,1597,27.01
15005,Indonesia,-0.7893,113.9213,"Rice, paddy",2002,44691,2702,1597,27.71
15341,Indonesia,-0.7893,113.9213,Sweet potatoes,2012,139290,2702,1597,27.48
15203,Indonesia,-0.7893,113.9213,Cassava,2009,187461,2702,1597,27.69
15204,Indonesia,-0.7893,113.9213,Maize,2009,42372,2702,1597,25.54
15205,Indonesia,-0.7893,113.9213,Maize,2009,42372,2702,1597,27.31
15206,Indonesia,-0.7893,113.9213,Maize,2009,42372,2702,1597,27.3
15207,Indonesia,-0.7893,113.9213,Maize,2009,42372,2702,1597,27.63
15208,Indonesia,-0.7893,113.9213,Maize,2009,42372,2702,1597,26.98
15209,Indonesia,-0.7893,113.9213,Maize,2009,42372,2702,1597,27.69
15210,Indonesia,-0.7893,113.9213,Potatoes,2009,165123,2702,1597,25.54
15211,Indonesia,-0.7893,113.9213,Potatoes,2009,165123,2702,1597,27.31
15054,Indonesia,-0.7893,113.9213,Cassava,2005,159224,2702,1597,25.59
15055,Indonesia,-0.7893,113.9213,Cassava,2005,159224,2702,1597,27.22
15056,Indonesia,-0.7893,113.9213,Cassava,2005,159224,2702,1597,27.48
15057,Indonesia,-0.7893,113.9213,Cassava,2005,159224,2702,1597,27.44
14791,Indonesia,-0.7893,113.9213,Soybeans,1996,11915,2702,1597,27.07
14764,Indonesia,-0.7893,113.9213,Sweet potatoes,1995,94939,2702,1597,26.74
15060,Indonesia,-0.7893,113.9213,Maize,2005,34539,2702,1597,25.59
14846,Indonesia,-0.7893,113.9213,Maize,1998,26526,2702,1597,27.72
14847,Indonesia,-0.7893,113.9213,Maize,1998,26526,2702,1597,27.77
14796,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,113547,2702,1597,25.41
14797,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,113547,2702,1597,27.07
14798,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,113547,2702,1597,27
14799,Indonesia,-0.7893,113.9213,Sweet potatoes,1996,113547,2702,1597,27.2
15067,Indonesia,-0.7893,113.9213,Potatoes,2005,164014,2702,1597,27.22
15068,Indonesia,-0.7893,113.9213,Potatoes,2005,164014,2702,1597,27.48
15069,Indonesia,-0.7893,113.9213,Potatoes,2005,164014,2702,1597,27.44
15070,Indonesia,-0.7893,113.9213,Potatoes,2005,164014,2702,1597,27.11
15071,Indonesia,-0.7893,113.9213,Potatoes,2005,164014,2702,1597,27.77
15072,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,45739,2702,1597,25.59
15073,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,45739,2702,1597,27.22
15074,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,45739,2702,1597,27.48
15075,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,45739,2702,1597,27.44
15076,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,45739,2702,1597,27.11
15077,Indonesia,-0.7893,113.9213,"Rice, paddy",2005,45739,2702,1597,27.77
15078,Indonesia,-0.7893,113.9213,Soybeans,2005,13006,2702,1597,25.59
15079,Indonesia,-0.7893,113.9213,Soybeans,2005,13006,2702,1597,27.22
15080,Indonesia,-0.7893,113.9213,Soybeans,2005,13006,2702,1597,27.48
15081,Indonesia,-0.7893,113.9213,Soybeans,2005,13006,2702,1597,27.44
15082,Indonesia,-0.7893,113.9213,Soybeans,2005,13006,2702,1597,27.11
15083,Indonesia,-0.7893,113.9213,Soybeans,2005,13006,2702,1597,27.77
15084,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,104128,2702,1597,25.59
15085,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,104128,2702,1597,27.22
15086,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,104128,2702,1597,27.48
15087,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,104128,2702,1597,27.44
15088,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,104128,2702,1597,27.11
15089,Indonesia,-0.7893,113.9213,Sweet potatoes,2005,104128,2702,1597,27.77
15256,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,50153,2702,1597,26.94
15257,Indonesia,-0.7893,113.9213,"Rice, paddy",2010,50153,2702,1597,27.55
